Date,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits,Sector,Percent Change,SMA_20,SMA_50,Buy RSI,Sell RSI,Price Change,Gain,Loss,Avg Gain,Avg Loss,RS,RSI,Middle Band,Standard Deviation,Upper Band,Lower Band,EMA_20,EMA_50,MACD,MACD Line,MFM,MFV,CMF,Low_min,High_max,%K,%D,Signal,SMA_Signal,RSI_Signal,BB_Signal,CMF_Signal,STO_Signal,Total Percent Change
2024-02-15 00:00:00-05:00,JNJ,151.19335348120887,153.61663463300013,151.10611890947266,153.07382202148438,7462500,0.0,0.0,healthcare,1.3997668335597124,,,25,90,2.11309814453125,2.11309814453125,-0.0,0.5709274291992188,0.6135787963867188,0.9304875470947367,48.1996140557893,,,,,152.82384456601008,153.39162053553076,-0.7113689830631245,-0.5884678802779719,0.5675688413908346,4235482.478879103,0.048580868503483476,,,,,0,0,0,0,1,0,
2024-02-16 00:00:00-05:00,JNJ,152.94686209994757,153.59145438204155,152.03854926612456,152.8980255126953,8540700,1.19,0.0,healthcare,-0.11484426694747807,,,25,90,-0.1757965087890625,0.0,0.1757965087890625,0.5709274291992188,0.46152801513671876,1.2370374288765387,55.298021075033624,,,,,152.83090941807532,153.37226386796857,-0.6329416240911883,-0.5973626290406152,0.10692693038522513,913230.8343410923,0.24538798423932437,,,,,0,0,0,0,-1,0,
2024-02-20 00:00:00-05:00,JNJ,152.90779812771044,154.90997912980237,152.79060223194307,154.17747497558594,9501700,0.0,0.0,healthcare,0.8367992056145912,,,25,90,1.279449462890625,1.279449462890625,-0.0,0.6988723754882813,0.383013916015625,1.8246657530317276,64.5975811854307,,,,,152.95915375688585,153.40384077414964,-0.4372246304959333,-0.5653350293316789,0.30875517709350947,2933699.066189399,0.3168964543836515,150.08833381156347,155.69097670008725,72.98593262830467,,0,0,0,0,-1,0,
2024-02-21 00:00:00-05:00,JNJ,154.33374021457823,154.98810877902883,153.4645025808651,154.97833251953125,7473300,0.0,0.0,healthcare,0.5194387468546502,,,25,90,0.8008575439453125,0.8008575439453125,-0.0,0.559893798828125,0.383013916015625,1.46181059072873,59.37949069818624,,,,,153.1514564961854,153.46558554847834,-0.19701443680463626,-0.49167091082627035,0.987166947063661,7377394.745490858,0.4398987543364026,150.08833381156347,154.98810877902883,99.80047533687772,,0,0,0,0,-1,0,
2024-02-22 00:00:00-05:00,JNJ,155.27135234736886,156.99030506970706,154.0895872535974,156.70706176757812,8065000,0.0,0.0,healthcare,1.1154651233771684,,,25,90,1.728729248046875,1.728729248046875,-0.0,0.7327667236328125,0.3752593994140625,1.9526938559752776,66.13262164052904,,,,,153.49008556965137,153.59270226295283,0.169405492976324,-0.35945563006575154,0.8047081308247958,6489971.075101978,0.6709690449992906,150.08833381156347,156.99030506970706,95.89619702060132,89.56086832859457,0,0,0,0,-1,1,
2024-02-23 00:00:00-05:00,JNJ,157.12702403077165,158.46506013946745,156.42381887367327,158.0646209716797,6726000,0.0,0.0,healthcare,0.8663037828601672,,,25,90,1.3575592041015625,1.3575592041015625,-0.0,0.8685226440429688,0.22210693359375,3.9103805990656775,79.63497981825941,,,,,153.92575560793978,153.76807162407937,0.5967587004412565,-0.16821276396434998,0.6076513105059458,4087062.7144629913,0.8064223234081389,150.08833381156347,158.46506013946745,95.21962217562425,96.97209817770108,0,0,0,0,-1,0,
2024-02-26 00:00:00-05:00,JNJ,158.0255566846454,158.23064949034284,156.82425411420033,157.0391082763672,5465400,0.0,0.0,healthcare,-0.6487933156757664,,,25,90,-1.0255126953125,0.0,1.0255126953125,0.8336257934570312,0.324658203125,2.5677028500526395,71.9707598410208,,,,,154.22226538588527,153.8963475712279,0.831518244510363,0.03173343773059262,-0.694461222197467,-3795508.3637980362,0.3347843360995504,150.08833381156347,158.46506013946745,82.97721798132245,91.36434572584933,0,0,0,0,-1,0,
2024-02-27 00:00:00-05:00,JNJ,156.59960086256797,157.2832683516749,155.91593337346103,157.22467041015625,5078600,0.0,0.0,healthcare,0.11816300781746225,,,25,90,0.1855621337890625,0.1855621337890625,-0.0,0.7465255737304688,0.324658203125,2.2994200255677546,69.6916430084429,,,,,154.50820872153014,154.0268700354996,1.0310262152181338,0.23159199322810084,0.9142888283378794,4643307.243596754,0.2857476313990567,150.08833381156347,158.46506013946745,85.19242863194299,87.7964229296299,0,0,0,0,-1,0,
2024-02-28 00:00:00-05:00,JNJ,157.2442146710869,157.83998527309694,156.5507708938618,157.78138732910156,6071100,0.0,0.0,healthcare,0.35409005310234054,153.89089965820312,,25,90,0.5567169189453125,0.5567169189453125,-0.0,0.802197265625,0.19089202880859374,4.202361254326435,80.77795925516763,153.89089965820312,2.3120727851875094,157.01219791820625,151.34761959449688,154.81994001748933,154.17410600779772,1.2376974750330874,0.43281308958909814,0.9090951125907474,5519207.3380496865,0.3832060124734972,150.08833381156347,158.46506013946745,91.83842489770154,86.66935717032233,0,0,0,-1,-1,1,
2024-02-29 00:00:00-05:00,JNJ,158.22088840982582,158.40645850290812,157.1856183145607,157.6153564453125,9849100,0.0,0.0,healthcare,-0.10522843448115271,154.07047958374022,,25,90,-0.1660308837890625,0.0,0.1660308837890625,0.802197265625,0.1367340087890625,5.866845218167615,85.4372718733444,154.07047958374022,2.457821872270536,157.38853911130545,151.36687552424263,155.0861701534725,154.30905700534734,1.3762591438621143,0.6215023004437015,-0.29599609374999075,-2915295.1269530337,0.34512540977072054,150.08833381156347,158.46506013946745,89.85637514115176,88.96240955693209,0,-2,0,-1,-1,1,
2024-03-01 00:00:00-05:00,JNJ,158.0548606144186,158.77760339234956,157.3321178364876,158.3380889892578,5668000,0.0,0.0,healthcare,0.45854195951779975,154.31236724853517,,25,90,0.7227325439453125,0.7227325439453125,-0.0,0.6631607055664063,0.1367340087890625,4.850005579734405,82.90599921025373,154.31236724853517,2.6307304558474396,157.86385336392922,151.41856374710298,155.39587670926156,154.46705825961834,1.5478441085878671,0.8067706620725346,0.39187991009752465,2221175.33043277,0.223505782859591,150.08833381156347,158.77760339234956,94.94187170733413,92.2122239153958,0,-2,0,-1,-1,1,
2024-03-04 00:00:00-05:00,JNJ,157.5567525482778,157.83998090402702,154.5778996206834,156.11126708984375,8532900,0.0,0.0,healthcare,-1.4063715898233076,154.52772903442383,,25,90,-2.2268218994140625,0.0,2.2268218994140625,0.6631607055664063,0.3418365478515625,1.9399935721746584,65.98632019251937,154.52772903442383,2.5905779652691057,158.02500928753713,151.67809327262782,155.46400912645987,154.53153703727423,1.4500923077837058,0.9354349912147688,-0.05988395997989914,-510983.84211248136,-0.05010825940260895,150.08833381156347,158.77760339234956,69.31460949949494,84.70428544932695,0,-2,0,0,1,0,
2024-03-05 00:00:00-05:00,JNJ,156.8730816919676,157.47862858100515,155.48620897666913,156.23825073242188,8298200,0.0,0.0,healthcare,0.0813417538306549,154.78869705200196,,25,90,0.126983642578125,0.126983642578125,-0.0,0.5479141235351562,0.3418365478515625,1.6028541330024193,61.58063614396672,154.78869705200196,2.4789921482139263,158.13533645209077,152.06180568896664,155.53774642226577,154.59846698610357,1.3724632065425908,1.0228406342803333,-0.24509701258097974,-2033864.029799486,-0.014386021728833489,150.08833381156347,158.77760339234956,70.77599404278168,78.34415841653691,0,-2,0,0,1,0,
2024-03-06 00:00:00-05:00,JNJ,155.7401508578586,157.1758452378183,155.50574417192914,155.62294006347656,5773700,0.0,0.0,healthcare,-0.39382844217777935,154.90936737060548,,25,90,-0.6153106689453125,0.0,0.6153106689453125,0.467828369140625,0.40336761474609373,1.1598064694289032,53.69955530022927,154.90936737060548,2.456716007773156,158.22593398109925,152.206979762055,155.54586010238108,154.6386424009025,1.2375110882195486,1.0657747250681764,-0.8596541323862574,-4963385.064158535,-0.3321521506967769,151.10611890947266,158.77760339234956,58.87805892178564,66.32288748802075,0,-2,0,0,1,0,
2024-03-07 00:00:00-05:00,JNJ,156.26755428314135,156.61915687639183,154.5486165510475,155.16390991210938,5188700,0.0,0.0,healthcare,-0.29496303769865895,155.0109634399414,,25,90,-0.4590301513671875,0.0,0.4590301513671875,0.2949554443359375,0.4492706298828125,0.65652064639274,39.63250610986271,155.0109634399414,2.4211012982792117,158.27945019261836,152.34775201183427,155.5094838937838,154.6592411268322,1.0733945452405749,1.0672986891026561,-0.405668797144,-2104893.687741073,-0.47257836109462287,152.03854926612456,158.77760339234956,46.376844397531784,58.67696578736636,0,-2,0,0,1,0,
2024-03-08 00:00:00-05:00,JNJ,155.16390596622264,156.64845186695374,154.7341678184188,155.7987518310547,5283200,0.0,0.0,healthcare,0.4091427699294936,155.22087783813475,,25,90,0.6348419189453125,0.6348419189453125,-0.0,0.2226837158203125,0.4492706298828125,0.4956560723286033,33.139709154987145,155.22087783813475,2.2881930420507186,158.30993844490322,152.70386549187896,155.53703322114293,154.70392782111546,0.9964589212936232,1.0531307355408497,0.11225292134743554,593054.6340627715,-0.3985832544096147,152.79060223194307,158.77760339234956,50.2446804087036,51.83319457600701,0,-2,0,0,1,0,
2024-03-11 00:00:00-04:00,JNJ,155.76945669782955,157.55676863689422,155.17368605147465,157.46885681152344,4620800,0.0,0.0,healthcare,1.0719630040937567,155.4968490600586,,25,90,1.67010498046875,1.67010498046875,-0.0,0.3896942138671875,0.3467193603515625,1.1239470835203718,52.91784772987219,155.4968490600586,2.2041655812675782,158.4724725947698,153.07226692066425,155.7210164202268,154.81235640897458,1.0932551544698015,1.06115561932664,0.9262200765440082,4279877.729694553,0.18340248438094253,153.4645025808651,158.77760339234956,75.36755602308133,57.32969360977224,0,-2,0,0,-1,1,
2024-03-12 00:00:00-04:00,JNJ,157.81070589132673,159.3050132600453,157.3712063539688,158.9436492919922,8018700,0.0,0.0,healthcare,0.9365613685974328,155.79373168945312,,25,90,1.47479248046875,1.47479248046875,-0.0,0.5186172485351562,0.3467193603515625,1.4957839331766611,59.93242897724768,155.79373168945312,2.2504019845609924,158.83177436861047,153.31828950643603,156.0279338365854,154.9743678945831,1.3088135083522445,1.1106871971317611,0.6262667519516771,5021845.203874913,0.5520807449565209,154.0895872535974,159.3050132600453,93.07124734189756,72.8944945912275,0,-2,0,-1,-1,1,
2024-03-13 00:00:00-04:00,JNJ,158.73852244089932,158.88501730142912,156.08197301584107,157.34188842773438,6260000,0.0,0.0,healthcare,-1.0077539249871204,156.07740936279296,,25,90,-1.6017608642578125,0.0,1.6017608642578125,0.462945556640625,0.5068954467773438,0.9132959461045939,47.73417034432304,156.07740936279296,2.0518323444105078,158.84738302774716,153.8203937839414,156.15307236907577,155.06721183705963,1.310622636682723,1.1506742850419536,-0.10103781208794682,-632496.7036705471,0.4587013534696114,154.5486165510475,159.3050132600453,58.72663799053516,75.72181378517135,0,-2,0,0,-1,0,
2024-03-14 00:00:00-04:00,JNJ,157.18562566537202,157.7716200414823,154.98811322357963,155.49598693847656,6988300,0.0,0.0,healthcare,-1.173178679691278,156.30417251586914,,25,90,-1.8459014892578125,0.0,1.8459014892578125,0.462945556640625,0.6748825073242187,0.6859646703188624,40.68677608701774,156.30417251586914,1.6720528596599968,158.56144387641012,154.46491437024315,156.0904928042568,155.08402654691912,1.116965157215219,1.1439324594766067,-0.6350835488309616,-4438154.364295409,-0.00229491061696729,154.5486165510475,159.3050132600453,19.917816897755667,57.23856741006279,0,-2,0,0,1,0,
2024-03-15 00:00:00-04:00,JNJ,154.37280959499856,155.4764539788419,153.43521260400365,154.49000549316406,13165500,0.0,0.0,healthcare,-0.6469501014907397,156.37498168945314,,25,90,-1.0059814453125,0.0,1.0059814453125,0.39067230224609373,0.7754806518554688,0.5037808503814301,33.50094864245993,156.37498168945314,1.5538612928828566,158.47269443484498,154.665734267282,155.93806544129558,155.06073160363462,0.852280958465002,1.085602159274286,0.03348178433233327,440804.4316273337,-0.1752813543048945,153.43521260400365,159.3050132600453,17.969824717552104,32.20475986861431,0,-2,0,0,1,0,
2024-03-18 00:00:00-04:00,JNJ,154.87092341856305,154.98811931782635,152.84920473925777,153.10313415527344,6602300,0.0,0.0,healthcare,-0.8977094236377603,156.38523712158204,,25,90,-1.386871337890625,0.0,1.386871337890625,0.39067230224609373,0.691485595703125,0.5649753294554827,36.10122912621633,156.38523712158204,1.5302024631595657,158.45101044684745,154.7020144121065,155.66807198548395,154.9839630762479,0.4949371651771912,0.967469160454867,-0.7625623589085985,-5034665.46222224,-0.3375684570954031,152.84920473925777,159.3050132600453,3.9333480105244663,13.940329875277413,0,-2,0,0,1,0,
2024-03-19 00:00:00-04:00,JNJ,153.01522459040388,153.2007946841314,152.0287910798097,152.5659637451172,7840600,0.0,0.0,healthcare,-0.35085526701985614,156.3046615600586,,25,90,-0.53717041015625,0.0,0.53717041015625,0.37797393798828127,0.74520263671875,0.5072096089897948,33.65222766392469,156.3046615600586,1.6869726699735492,158.5820746645229,154.4489916230877,155.372633105449,154.8891395730663,0.1511922820919267,0.8042137847822789,-0.08332591584755537,-653325.1757943426,-0.19005759864350155,152.0287910798097,159.3050132600453,7.382576452470096,9.761916393515556,0,-2,0,0,1,0,
2024-03-20 00:00:00-04:00,JNJ,152.06785164008087,152.79059440021544,151.58929182167063,152.12644958496094,5982300,0.0,0.0,healthcare,-0.28808139729679105,156.16206741333008,,25,90,-0.43951416015625,0.0,0.43951416015625,0.37797393798828127,0.7276229858398438,0.5194639880047394,34.187318166511176,156.16206741333008,1.9106805589273377,158.741486167882,154.06031879851,155.06347277016442,154.78079878921903,-0.16906391084717143,0.6095582456563888,-0.1057077993772538,-632375.7682145454,-0.30943963369911326,151.58929182167063,159.3050132600453,6.961860502359736,6.092594988451434,0,-2,0,0,1,1,
2024-03-21 00:00:00-04:00,JNJ,151.96041284277618,153.28868753317877,151.48185303779454,152.11668395996094,5915800,0.0,0.0,healthcare,-0.006419412946689906,155.93254852294922,,25,90,-0.009765625,0.0,0.009765625,0.37797393798828127,0.682696533203125,0.5536485387070531,35.635378588763686,155.93254852294922,2.1073534635300817,158.77747569871482,153.61445971306614,154.7828262168117,154.67632369787557,-0.42497062319262113,0.40265247188658687,-0.2973004181753798,-1758769.8138419117,-0.15423866606467496,151.48185303779454,159.3050132600453,8.11476314086989,7.486400031899907,0,-2,0,0,1,1,
2024-03-22 00:00:00-04:00,JNJ,152.05808616142994,152.71245469957566,151.49161453822157,151.6088104248047,7245400,0.0,0.0,healthcare,-0.3338710271188483,155.60975799560546,,25,90,-0.50787353515625,0.0,0.50787353515625,0.31448974609375,0.73348388671875,0.42876162897132497,30.00931857891672,155.60975799560546,2.2529855923645954,158.65128854529766,153.1314738440044,154.48053899852533,154.55602905971594,-0.6769501064519545,0.18673195621887861,-0.8080078124999897,-5854339.8046874255,-0.4307198467753484,151.48185303779454,159.3050132600453,1.6228401746017738,5.566487939277134,0,-2,0,0,1,0,
2024-03-25 00:00:00-04:00,JNJ,151.77485390121248,152.34132556548678,151.28651780126927,151.59906005859375,7498100,0.0,0.0,healthcare,-0.0064312662196974735,155.3377555847168,,25,90,-0.0097503662109375,0.0,0.0097503662109375,0.147479248046875,0.7344589233398438,0.20079985872625097,16.722175412249754,155.3377555847168,2.39523525923862,158.57132318468894,152.7029967995543,154.20611243281758,154.44006949104448,-0.8739819530364628,-0.025410825632189687,-0.4073948487545824,-3054687.315446734,-0.5163677827407546,151.28651780126927,159.3050132600453,3.8977668433098724,4.545123386260513,1,-2,1,0,1,0,7.094814510070137
2024-03-26 00:00:00-04:00,JNJ,151.97997458554562,152.5855066322247,151.14979718368738,152.13624572753906,6864100,0.0,0.0,healthcare,0.35434630580011284,155.08333435058594,,25,90,0.5371856689453125,0.5371856689453125,-0.0,0.05371856689453125,0.7344589233398438,0.07314032846146655,6.815541874782198,155.08333435058594,2.4537887087276586,158.3959491073683,152.38416677098553,154.0089822704101,154.3497234611031,-0.9708144291560359,-0.21449154633695894,0.37416180531047744,2568284.047831648,-0.2934496692044703,151.14979718368738,159.3050132600453,12.095921611585567,5.872176209832404,1,-2,1,0,1,1,7.094814510070137
2024-03-27 00:00:00-04:00,JNJ,152.35110106793672,154.5290758900625,151.81392838010257,154.275146484375,8461600,0.0,0.0,healthcare,1.4059113570256576,154.90802230834962,,25,90,2.1389007568359375,2.1389007568359375,-0.0,0.267608642578125,0.5742828369140625,0.46598753327913023,31.78659590895745,154.90802230834962,2.374862799623323,158.1140870878411,152.29567322876397,154.03433124316865,154.34679887378044,-0.8268019743977959,-0.33695363194912636,0.8129535100719092,6878887.420824467,0.280079748035357,151.14979718368738,159.3050132600453,38.32331689834733,18.105668451080923,0,-2,0,0,-1,1,7.094814510070137
2024-03-28 00:00:00-04:00,JNJ,154.50954773448055,155.4276220384801,154.42165080822593,154.49978637695312,6181500,0.0,0.0,healthcare,0.14560990392633588,154.75224380493165,,25,90,0.224639892578125,0.224639892578125,-0.0,0.2900726318359375,0.38969268798828127,0.7443625214868299,42.672467008312175,154.75224380493165,2.2885430049848376,157.84177686166117,152.23484649944834,154.0786603035291,154.35279838370877,-0.6822391514804167,-0.4060107358553845,-0.8446564546235603,-5221243.874255538,0.19648897087489664,151.14979718368738,159.3050132600453,41.07787165783873,30.499036722590542,0,-2,0,0,-1,1,7.094814510070137
2024-04-01 00:00:00-04:00,JNJ,154.04073677069812,154.46069865296226,153.11290118418702,154.09933471679688,4364700,0.0,0.0,healthcare,-0.25919237142452145,154.5403060913086,,25,90,-0.40045166015625,0.0,0.40045166015625,0.2900726318359375,0.32913970947265625,0.8813054866600218,46.845421592037596,154.5403060913086,2.129749248026682,157.4154675761446,152.19758191847924,154.08062929526886,154.34285863206517,-0.6008171894396526,-0.4449720265722381,0.4637711606718402,2024221.984984381,0.19370287626938995,151.14979718368738,159.3050132600453,36.16749704106844,38.522895199084836,0,-2,0,0,-1,0,7.094814510070137
2024-04-02 00:00:00-04:00,JNJ,152.91757813169102,154.1481797758846,152.312031215451,154.05050659179688,6102300,0.0,0.0,healthcare,-0.03168613614701332,154.43726806640626,,25,90,-0.048828125,0.0,0.048828125,0.2900726318359375,0.19533538818359375,1.4849978518142406,59.758516520651206,154.43726806640626,2.099379027602686,157.27142975366988,152.1279511360433,154.07776046636678,154.3313938461723,-0.5355220249002173,-0.463082026237834,0.8936108044932132,5453081.212258935,0.135511266659926,151.14979718368738,158.88501730142912,37.500024097004534,38.2484642653039,0,-2,0,0,-1,0,7.094814510070137
2024-04-03 00:00:00-04:00,JNJ,154.1090894282155,154.36303372080604,150.65167663196394,150.66143798828125,8098200,0.0,0.0,healthcare,-2.1999723847036634,154.1584274291992,,25,90,-3.389068603515625,0.0,3.389068603515625,0.2900726318359375,0.48052520751953126,0.6036574716512605,37.64254414190357,154.1584274291992,2.214768206068743,157.14836450739202,151.7221824025236,153.75239642083483,154.18747400860795,-0.8170076101839641,-0.5338671430270601,-0.994739737468723,-8055601.3419692125,-0.03114957795907916,150.65167663196394,157.7716200414823,0.13709879076093673,24.601539976277966,0,-2,0,0,1,0,7.094814510070137
2024-04-04 00:00:00-04:00,JNJ,151.68696681680615,151.8725369312724,148.8546232145921,148.94252014160156,6947400,0.0,0.0,healthcare,-1.1409142708523667,153.82440643310548,,25,90,-1.7189178466796875,0.0,1.7189178466796875,0.2900726318359375,0.608465576171875,0.4767280897974742,32.28272646068885,153.82440643310548,2.471184001177884,157.16050483469562,151.10610403180982,153.29431296566975,153.98178954323515,-1.2070532994441123,-0.6685043743104706,-0.9417498740778094,-6542713.075168173,-0.4324416705620156,148.8546232145921,155.4764539788419,1.3273810542547908,12.988167980673419,0,-2,0,0,1,0,7.094814510070137
2024-04-05 00:00:00-04:00,JNJ,148.4834651803118,149.44059971070237,148.07326466728728,148.83506774902344,6778100,0.0,0.0,healthcare,-0.07214353058883072,153.50796432495116,,25,90,-0.107452392578125,0.0,0.107452392578125,0.2900726318359375,0.6182342529296875,0.4691953421560546,31.935531558894482,153.50796432495116,2.686464863208505,157.13469189028265,150.5528529754218,152.86962294503678,153.77995731601118,-1.5199370666190077,-0.838790912772178,0.11428882833787345,774661.10735694,-0.6334239065685674,148.07326466728728,155.4276220384801,10.35852683363144,3.9410022262157227,0,-2,0,0,1,1,7.094814510070137
2024-04-08 00:00:00-04:00,JNJ,148.44441929322855,149.4699132241386,148.02444248007131,148.05374145507812,5935400,0.0,0.0,healthcare,-0.5249611571802704,153.12071380615234,,25,90,-0.7813262939453125,0.0,0.7813262939453125,0.2900726318359375,0.6455795288085937,0.4493212979836299,31.00218692768462,153.12071380615234,2.88942132426975,157.0214325939165,149.9423503494556,152.4109675650407,153.5553998312687,-1.8357045597691695,-1.0381736421715764,-0.9594609920303631,-5694784.772097017,-0.5830270608114709,148.02444248007131,155.4276220384801,0.3957620475857756,4.0272233118240015,0,-2,0,0,1,0,7.094814510070137
2024-04-09 00:00:00-04:00,JNJ,148.01468356647507,148.97181820578385,147.41891289344045,148.73741149902344,6135600,0.0,0.0,healthcare,0.4617715413512524,152.68414154052735,,25,90,0.6836700439453125,0.6836700439453125,-0.0,0.35843963623046876,0.6446044921875,0.5560613377267735,35.73518114260939,152.68414154052735,2.857321536095013,156.54152561425562,149.54108785082283,152.06110508256285,153.3664591123571,-2.004959246909209,-1.231530763119103,0.6981056025796181,4283296.735187504,-0.03378553509465024,147.41891289344045,155.4276220384801,16.463309900567737,9.07253292726165,0,-2,0,0,1,1,7.094814510070137
2024-04-10 00:00:00-04:00,JNJ,147.99512746161585,148.2783707264243,146.26641360943668,146.69615173339844,6809500,0.0,0.0,healthcare,-1.3723916162400096,152.07176666259767,,25,90,-2.041259765625,0.0,2.041259765625,0.3047210693359375,0.84873046875,0.3590316131630422,26.418194373523335,152.07176666259767,2.755816486798111,155.7921189197751,149.04036852711974,151.5501571445472,153.10487843082933,-2.3274617132528306,-1.4507169531458486,-0.5728158216362222,-3900589.3374318555,-0.28135257934595836,146.26641360943668,155.4276220384801,4.69084539763742,7.1833057819303106,0,-2,0,0,1,0,7.094814510070137
2024-04-11 00:00:00-04:00,JNJ,147.28215116055162,147.35051045598954,144.92836789478838,145.31903076171875,8374400,0.0,0.0,healthcare,-0.9387573943878458,151.4706237792969,153.51746856689454,25,90,-1.3771209716796875,0.0,1.3771209716796875,0.09083099365234375,0.9864425659179688,0.09207935341660543,8.431562516820051,151.4706237792969,2.8552239203740197,155.32517607180182,148.32987746688548,150.95671653665877,152.79955107125636,-2.703668385456382,-1.7013072396079552,-0.677423721305126,-5673017.211697646,-0.24814417851928974,144.92836789478838,155.4276220384801,3.7208630402102623,8.291672779471805,1,-2,1,0,1,0,7.094814510070137
