Date,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits,Sector,Percent Change,SMA_20,SMA_50,Buy RSI,Sell RSI,Price Change,Gain,Loss,Avg Gain,Avg Loss,RS,RSI,Middle Band,Standard Deviation,Upper Band,Lower Band,EMA_20,EMA_50,MACD,MACD Line,MFM,MFV,CMF,Low_min,High_max,%K,%D,Signal,SMA_Signal,RSI_Signal,BB_Signal,CMF_Signal,STO_Signal
2024-02-14 00:00:00-05:00,TDG,1075.3742924964988,1086.9484282860026,1068.8673819407131,1086.5032958984375,219100,0.0,0.0,industrials,2.216070044938556,,,25,90,23.5556640625,23.5556640625,-0.0,8.7412353515625,3.5840087890625,2.4389547755124283,70.92139718961576,,,,,1056.7307057625842,1046.2316023950016,13.536604418814477,10.41855044434427,0.9507625411644333,208312.07276912732,0.5359460228952084,,,,,0,0,0,0,-1,0
2024-02-15 00:00:00-05:00,TDG,1089.2216458736968,1098.1153912738266,1076.7193219251037,1096.5999755859375,233000,0.0,0.0,industrials,0.9292820119013889,,,25,90,10.0966796875,10.0966796875,-0.0,7.7618896484375,3.5840087890625,2.1657005061273424,68.41141484911604,,,,,1060.527779079094,1048.2068327162149,16.14776517994278,11.564393391463973,0.8583463473416373,199994.69893060147,0.9002738278981512,,,,,0,0,0,0,-1,0
2024-02-16 00:00:00-05:00,TDG,1098.333133383732,1103.4288006242425,1084.1827800555818,1085.8023681640625,197300,0.0,0.0,industrials,-0.984644142099822,,,25,90,-10.797607421875,0.0,10.797607421875,6.80716552734375,4.66376953125,1.4595844588227904,59.342725702592,,,,,1062.934882801472,1049.68116743966,17.025978643694543,12.656710441910088,-0.8316963132505486,-164093.68260433324,0.37605957667908163,,,,,0,0,0,0,-1,0
2024-02-20 00:00:00-05:00,TDG,1085.8496412551356,1101.9891001440965,1081.64435442846,1097.75537109375,227000,0.0,0.0,industrials,1.1008451703691025,,,25,90,11.9530029296875,11.9530029296875,-0.0,6.9302978515625,4.66376953125,1.4859863475511443,59.774517628181506,,,,,1066.2511197816889,1051.5664303280555,18.78014165740501,13.881396685009072,0.5838012320702004,132522.8796799355,0.2562359592365796,1028.9544633732394,1103.4288006242425,92.38203421485822,,0,0,0,0,-1,0
2024-02-21 00:00:00-05:00,TDG,1098.0584030304262,1103.5045107450164,1094.7433809432844,1102.8131103515625,183100,0.0,0.0,industrials,0.46073464006586295,,,25,90,5.0577392578125,5.0577392578125,-0.0,6.91324462890625,4.66376953125,1.4823298155244258,59.715264516986174,,,,,1069.7332141216768,1053.5761040544676,20.53274805662295,15.211666959331849,0.8421663851351128,154200.66511823915,0.20189308889338403,1037.8102888190074,1103.5045107450164,98.94754763328706,,0,0,0,0,-1,0
2024-02-22 00:00:00-05:00,TDG,1103.4288369802816,1132.2884458521892,1102.8795320576005,1129.901611328125,261900,0.0,0.0,industrials,2.4563092986741086,,,25,90,27.0885009765625,27.0885009765625,-0.0,9.0149658203125,4.66376953125,1.9329784115417636,65.9049655440752,,,,,1075.4635376651481,1056.569261202454,24.468029799548958,17.06293952737527,0.8376795184796417,219388.26588981817,0.7531425754285608,1042.6786165683352,1132.2884458521892,97.33641438317723,96.22199874377418,0,0,0,0,-1,1
2024-02-23 00:00:00-05:00,TDG,1130.3183837911763,1143.758375277219,1129.740636660522,1136.474853515625,163600,0.0,0.0,industrials,0.5817535015082864,,,25,90,6.5732421875,6.5732421875,-0.0,9.6722900390625,2.91722412109375,3.3155800300444804,76.82814377121647,,,,,1081.2741391747172,1059.7028138421863,28.070372786718053,19.264426179243827,-0.039186413836871256,-6410.897303712138,0.6033158621497622,1042.6786165683352,1143.758375277219,92.79428259957456,96.35941487201296,0,0,0,0,-1,0
2024-02-26 00:00:00-05:00,TDG,1139.7330420280853,1143.0670258187852,1123.9630998337348,1124.64501953125,168100,0.0,0.0,industrials,-1.04092351430215,,,25,90,-11.829833984375,0.0,11.829833984375,9.6722900390625,3.27808837890625,2.950588550724098,74.68731589836884,,,,,1085.4046992086728,1062.2495670064634,29.53978760514474,21.319498464424008,-0.9286094703205121,-156099.2519608781,0.09581892962471024,1042.6786165683352,1143.758375277219,81.09081779566097,90.40717159280426,0,0,0,0,1,0
2024-02-27 00:00:00-05:00,TDG,1123.6031352849766,1124.9859361104416,1100.2558845250596,1112.1614990234375,194300,0.0,0.0,industrials,-1.1099965136568746,,,25,90,-12.4835205078125,0.0,12.4835205078125,9.6722900390625,3.51109619140625,2.7547778561966973,73.36726596622354,,,,,1087.952965857698,1064.2068976737958,29.22452059952866,22.900502891444937,-0.037154091064222426,-7219.0398937784175,-0.32267906684100495,1042.6786165683352,1143.758375277219,68.74064930765951,80.87524990096502,0,0,0,0,1,0
2024-02-28 00:00:00-05:00,TDG,1111.9531362488,1114.8892755802124,1103.7887149498172,1110.058837890625,286800,0.0,0.0,industrials,-0.18906077351704687,1086.0879516601562,,25,90,-2.1026611328125,0.0,2.1026611328125,8.43248291015625,3.7213623046875,2.2659666594500973,69.38119386165523,1086.0879516601562,27.80034908128514,1123.6184229198911,1055.5075676707427,1090.058287003691,1066.0050129764165,28.519315580952252,24.0242654293464,0.1296948234558851,37196.47536714785,-0.19427266864989,1042.6786165683352,1143.758375277219,66.66044931542535,72.16397213958194,0,0,0,0,1,0
2024-02-29 00:00:00-05:00,TDG,1108.9411693478646,1116.9351686734951,1102.6142774733307,1115.4954833984375,314600,0.0,0.0,industrials,0.48976192272325303,1090.1161743164062,,25,90,5.4366455078125,5.4366455078125,-0.0,6.6205810546875,3.7213623046875,1.77907457340235,64.01679862891461,1090.1161743164062,25.759586395001627,1124.8916159496584,1061.7806292819043,1092.480877136524,1067.9458157380645,28.260225747062805,24.871457492889682,0.798939150513049,251346.25675140522,0.35355497326225305,1042.6786165683352,1143.758375277219,72.03901924599907,69.14670595636132,0,-2,0,0,-1,1
2024-03-01 00:00:00-05:00,TDG,1115.7417814773596,1125.2132736800536,1108.1077032649634,1120.7332763671875,196400,0.0,0.0,industrials,0.4695485590665571,1093.4117797851563,,25,90,5.23779296875,5.23779296875,-0.0,6.1346923828125,3.7213623046875,1.6485071542443268,62.242880922656205,1093.4117797851563,25.216972794495,1127.4546930577246,1065.6731097112117,1095.1715818251587,1070.0159122333243,28.340524236593865,25.56527084163052,0.4761943385513834,93524.56809149169,0.47890110329662167,1042.6786165683352,1143.758375277219,77.22086082897631,71.97344313013359,0,-2,0,0,-1,1
2024-03-04 00:00:00-05:00,TDG,1124.5976139349882,1126.6624501264914,1106.0145506866677,1111.3944091796875,264600,0.0,0.0,industrials,-0.8332818686147658,1095.7630798339844,,25,90,-9.3388671875,0.0,9.3388671875,6.1346923828125,3.57548828125,1.7157635266162292,63.17794277007711,1095.7630798339844,24.54995327484509,1128.9055167550252,1068.7581312316547,1096.7166130017804,1071.6385983880837,27.23717121481218,25.899650916266857,-0.47889532214171443,-126715.70223869763,0.2812727212534803,1042.6786165683352,1143.758375277219,67.98175370526766,72.41387792674767,0,-2,0,0,-1,0
2024-03-05 00:00:00-05:00,TDG,1110.3146548746988,1116.6605085168933,1093.322737436279,1098.693115234375,229900,0.0,0.0,industrials,-1.1428250709563326,1096.9432312011718,,25,90,-12.7012939453125,0.0,12.7012939453125,4.93939208984375,4.84561767578125,1.0193524170367776,50.47917383992774,1096.9432312011718,24.066422641812245,1129.4329017676182,1070.4701662951784,1096.9048513096466,1072.6995598330363,24.860036687535285,25.691728070520547,-0.5397694338893518,-124092.99285116198,-0.22765107395913717,1068.8673819407131,1143.758375277219,39.82552769683076,61.67604741035825,0,-2,0,0,1,0
2024-03-06 00:00:00-05:00,TDG,1107.4826951332486,1112.87191883147,1101.2408983733542,1106.9144287109375,230300,0.0,0.0,industrials,0.7482811499013309,1098.2730346679687,,25,90,8.2213134765625,8.2213134765625,-0.0,5.25574951171875,4.84561767578125,1.0846397432441623,52.03008082136159,1098.2730346679687,23.833117326028283,1130.4477430581069,1072.0566056093376,1097.8581443954838,1074.0413193968757,23.571026515234507,25.267587759463343,-0.024414004254558218,-5622.545179824758,-0.3537958612992333,1076.7193219251037,1143.758375277219,45.04106975860361,50.94945038690068,0,-2,0,0,1,0
2024-03-07 00:00:00-05:00,TDG,1112.9003612156632,1115.4103298349316,1107.7289633436912,1112.606689453125,162300,0.0,0.0,industrials,0.5142457803912093,1099.58388671875,,25,90,5.6922607421875,5.6922607421875,-0.0,3.11612548828125,4.84561767578125,0.6430811708187115,39.1387341197683,1099.58388671875,23.86607841274787,1131.8030925759595,1073.3312004647273,1099.2627677343069,1075.553686850062,22.91130820593753,24.796331848758182,0.2700152023721734,43823.467345003744,-0.13797923001764328,1081.64435442846,1143.758375277219,49.84757805335918,44.904725169597846,0,-2,0,0,1,1
2024-03-08 00:00:00-05:00,TDG,1108.458209896443,1117.6360299333649,1088.028137382406,1103.4193115234375,204500,0.0,0.0,industrials,-0.8257525338269622,1101.308642578125,,25,90,-9.1873779296875,0.0,9.1873779296875,2.45880126953125,5.76435546875,0.42655267928236235,29.90094130256324,1101.308642578125,22.75429672345301,1132.0269431547865,1076.2789161823268,1099.6586290475575,1076.6464564450964,21.275900882594442,24.092245655525435,0.039666981669932454,8111.897751501187,0.07756292064424758,1081.64435442846,1143.758375277219,35.05642815814024,43.31502532336768,0,-2,0,0,1,0
2024-03-11 00:00:00-04:00,TDG,1097.5943652168291,1097.5943652168291,1076.2172582816315,1090.86962890625,253900,0.0,0.0,industrials,-1.1373448412698828,1102.8169738769532,,25,90,-12.5496826171875,0.0,12.5496826171875,2.45880126953125,5.83634033203125,0.4212916193452175,29.641462287613052,1102.8169738769532,20.84031535426911,1130.9513996052165,1079.8926269872572,1098.8215814150522,1077.2042279141613,18.537605272111023,22.981317578842553,0.3708469222739582,94158.033565358,0.23536877503119544,1076.2172582816315,1143.758375277219,21.694001041729443,35.532669084409626,0,-2,0,0,-1,0
2024-03-12 00:00:00-04:00,TDG,1102.60487207746,1121.7941253242773,1093.209109800527,1120.6007080078125,228000,0.0,0.0,industrials,2.725447506625711,1106.31953125,,25,90,29.7310791015625,29.7310791015625,-0.0,5.4319091796875,4.58798828125,1.1839413805580978,54.211225223249635,1106.31953125,17.154217952433953,1129.4777254857859,1087.4498915023225,1100.8957839476961,1078.9060506629319,19.15859813229895,22.216773689533834,0.916500495480004,208962.1129694409,0.45342663794624144,1076.2172582816315,1143.758375277219,65.71323025214481,40.82121981733817,0,-2,0,0,-1,1
2024-03-13 00:00:00-04:00,TDG,1114.1694935438536,1127.2781221408145,1112.5499053575545,1124.64501953125,162000,0.0,0.0,industrials,0.36090567269293494,1109.4044006347656,,25,90,4.0443115234375,4.0443115234375,-0.0,5.83634033203125,4.37772216796875,1.3331911227110365,57.140244951812754,1109.4044006347656,14.244943991639516,1128.635075023479,1093.7349622439622,1103.1576159080346,1080.6997357165915,19.899917907285044,21.753402533084078,0.6424410845775611,104075.4557015649,0.6323895049485384,1076.2172582816315,1143.758375277219,71.70115539069664,53.036128894856965,0,-2,0,0,-1,1
2024-03-14 00:00:00-04:00,TDG,1126.7570911299763,1129.55113498206,1117.493944339392,1123.2242431640625,175800,0.0,0.0,industrials,-0.12633109492448114,1111.2404479980469,,25,90,-1.4207763671875,0.0,1.4207763671875,5.29267578125,4.5197998046875,1.1709978339662186,53.938231335169526,1111.2404479980469,13.484018236338114,1129.4438726171034,1096.4080279380748,1105.0687232657515,1082.3673634596296,20.18601182852308,21.43992439217188,-0.04948026542898034,-8698.630662414744,0.5378913715245512,1076.2172582816315,1143.0670258187852,70.31734980425401,69.2439118156985,0,-2,0,0,-1,1
2024-03-15 00:00:00-04:00,TDG,1111.081786970177,1119.767187109158,1102.3111757730046,1110.248291015625,326700,0.0,0.0,industrials,-1.1552414602345906,1111.9228637695312,,25,90,-12.9759521484375,0.0,12.9759521484375,4.768896484375,5.81739501953125,0.8197649408994861,45.04784780029265,1111.9228637695312,13.042205426764763,1129.5298410956636,1097.57643780009,1105.562015432406,1083.460733167708,18.95224136955744,20.94238778764899,-0.09061525112764418,-29604.002543401355,0.09898092173927596,1076.2172582816315,1129.55113498206,63.8075362965695,68.60868049717338,0,-2,0,0,1,0
2024-03-18 00:00:00-04:00,TDG,1119.3693441992134,1126.0657540696288,1115.2208259050672,1118.583251953125,154500,0.0,0.0,industrials,0.7507294543885656,1113.5619079589844,,25,90,8.3349609375,8.3349609375,-0.0,5.602392578125,4.88350830078125,1.1472065230704627,53.427861304648985,1113.5619079589844,11.562722517838333,1129.171583358066,1100.8429131893622,1106.802133196284,1084.8380868455674,18.63886825691725,20.481683881502644,-0.3799081013656966,-58695.80166100012,-0.14763840923411894,1076.2172582816315,1129.55113498206,79.4354288353338,71.18677164538578,0,-2,0,0,1,1
2024-03-19 00:00:00-04:00,TDG,1122.0875918213162,1139.1362771300348,1115.5144319826438,1137.450439453125,174700,0.0,0.0,industrials,1.6867039147114404,1115.5466613769531,,25,90,18.8671875,18.8671875,-0.0,7.489111328125,3.61337890625,2.072606145779844,67.4543383513869,1115.5466613769531,12.101032785714448,1131.8830556376677,1102.2355253126673,1109.7210195064595,1086.9013163595894,20.115834740505306,20.408514053303175,0.8572645221919898,149764.11202694062,0.09370987623500412,1076.2172582816315,1139.1362771300348,97.3206230679285,80.18786273327727,0,-2,0,-1,1,1
2024-03-20 00:00:00-04:00,TDG,1136.294866240187,1152.680593896424,1135.196256397047,1150.767333984375,204000,0.0,0.0,industrials,1.1707670127282688,1117.9443725585938,,25,90,13.31689453125,13.31689453125,-0.0,7.99866943359375,3.61337890625,2.2136259830815384,68.88250203151823,1117.9443725585938,14.04061209891078,1136.8991988921234,1102.499699249792,1113.63019231388,1089.4058660703654,22.45965946965157,20.818743136572856,0.7811458498651022,159353.75337248083,0.4696587842055915,1076.2172582816315,1152.680593896424,97.4978074175477,91.41795310693665,0,-2,0,-1,-1,1
2024-03-21 00:00:00-04:00,TDG,1151.667243747389,1172.8927752924465,1148.4089901905518,1167.247802734375,203800,0.0,0.0,industrials,1.4321286556630453,1119.8116821289063,,25,90,16.48046875,16.48046875,-0.0,9.077490234375,3.61337890625,2.5121888597605473,71.52772701214656,1119.8116821289063,17.716707460545617,1143.729237200643,1100.3233039223062,1118.736631401546,1092.4584910375816,25.79353968346163,21.81370244595061,0.5388807298725538,109823.89274802645,0.7192133187080653,1076.2172582816315,1172.8927752924465,94.16090781553311,96.32644610033644,0,-2,0,-1,-1,0
2024-03-22 00:00:00-04:00,TDG,1167.2478139563102,1172.5707881923342,1162.0479737492915,1166.130126953125,148900,0.0,0.0,industrials,-0.0957530850460131,1121.2944458007812,,25,90,-1.11767578125,0.0,1.11767578125,9.077490234375,2.80640869140625,3.234557483438524,76.38478155247557,1121.2944458007812,20.24523079608331,1148.6255073754937,1099.0246919250897,1123.2502976445535,1095.3475747989755,28.13599557968405,23.078161072697302,-0.22413281619111702,-33373.376330857325,0.423575120872373,1076.2172582816315,1172.8927752924465,93.0047973381255,94.88783752373543,0,-2,0,-1,-1,0
2024-03-25 00:00:00-04:00,TDG,1172.6938394809583,1172.6938394809583,1153.6939710990073,1158.7518310546875,115600,0.0,0.0,industrials,-0.6327163433909044,1122.9997863769531,,25,90,-7.3782958984375,0.0,7.3782958984375,9.077490234375,2.28927001953125,3.9652335272506227,79.85996037222189,1122.9997863769531,21.910324009553165,1152.5787237898498,1098.8984299664446,1126.6313960645664,1097.8340162207683,29.04065947698564,24.27066075355497,-0.4675900007302223,-54053.4040844137,0.04782641967276423,1076.2172582816315,1172.8927752924465,85.37277619505564,90.84616044957141,0,-2,0,-1,1,0
2024-03-26 00:00:00-04:00,TDG,1161.356502692735,1162.4078244370398,1152.9742553441852,1158.4676513671875,113100,0.0,0.0,industrials,-0.02452463762161461,1125.3150939941406,,25,90,-0.2841796875,0.0,0.2841796875,6.10438232421875,2.31768798828125,2.6338240328654567,72.48078082604763,1125.3150939941406,23.118085484418177,1156.5245093981052,1099.8851999612807,1129.6634203791018,1100.2118058343533,29.494905501004496,25.315509703044878,0.16464849495049186,18621.74477890063,-0.182216725731913,1076.2172582816315,1172.8927752924465,85.07882412085239,87.81879921801118,0,-2,0,-1,1,0
2024-03-27 00:00:00-04:00,TDG,1167.967622568575,1172.0876986207556,1158.8370900607383,1168.5927734375,140400,0.0,0.0,industrials,0.8740099094146636,1128.2417907714844,,25,90,10.1251220703125,10.1251220703125,-0.0,6.71246337890625,2.31768798828125,2.896189397729966,74.33389658668469,1128.2417907714844,24.733702512976894,1161.6322891640032,1101.03471800721,1133.370977813235,1102.8934124070258,30.623618508526988,26.377131464141303,0.47248835139522444,66337.36453588952,0.08373260696390276,1076.2172582816315,1172.8927752924465,95.55212944507406,88.66790992032736,0,-2,0,-1,1,1
2024-03-28 00:00:00-04:00,TDG,1168.592708707537,1173.4704345069306,1161.5648201440558,1166.5089111328125,164400,0.0,0.0,industrials,-0.17832236789875333,1130.792462158203,,25,90,-2.0838623046875,0.0,2.0838623046875,6.71246337890625,2.38399658203125,2.815634648765726,73.79204006538001,1130.792462158203,25.95051000274426,1165.8256506619077,1102.2469011551843,1136.5269714627186,1105.388137847253,31.064438972637163,27.314592965840475,-0.16945218649550503,-27857.939459861027,0.13663835811181904,1076.2172582816315,1173.4704345069306,92.8418549971151,91.15760285434719,0,-2,0,-1,-1,1
2024-04-01 00:00:00-04:00,TDG,1164.7756721625651,1164.7756721625651,1145.0086732891357,1149.7822265625,148700,0.0,0.0,industrials,-1.4339097121914834,1132.2449096679688,,25,90,-16.7266845703125,0.0,16.7266845703125,6.71246337890625,2.75906982421875,2.4328718758710397,70.86987117029338,1132.2449096679688,26.169872469801824,1167.5742375022014,1103.458049951187,1137.789376710317,1107.129082502753,29.48975552859747,27.749625478391877,-0.5170179040399634,-76880.56233074256,-0.08467725965758326,1093.209109800527,1173.4704345069306,70.48614880070548,86.29337774763155,0,-2,0,0,1,0
2024-04-02 00:00:00-04:00,TDG,1145.3876184929766,1145.3876184929766,1133.5198108054617,1140.1971435546875,231700,0.0,0.0,industrials,-0.8336433444852465,1133.6850463867188,,25,90,-9.5850830078125,0.0,9.5850830078125,5.87896728515625,3.717578125,1.5813971051802038,61.261287618504895,1133.6850463867188,25.751236101584652,1168.449215123858,1105.3586866749756,1138.0186878383522,1108.4258692106719,27.027601407090742,27.60522066413165,0.12528495995944772,29028.525222604036,-0.13896838577092419,1102.3111757730046,1173.4704345069306,53.24109392896238,72.18969924226099,0,-2,0,0,1,0
2024-04-03 00:00:00-04:00,TDG,1138.1986305296778,1169.68186075444,1138.1986305296778,1163.582275390625,223000,0.0,0.0,industrials,2.050972673289797,1136.9295043945312,,25,90,23.3851318359375,23.3851318359375,-0.0,6.33076171875,3.717578125,1.7029263423347691,63.00306137324457,1136.9295043945312,25.1921833694544,1170.9389519432948,1109.2181026881315,1140.453315224283,1110.5888655314543,27.165743996938318,27.517325330692984,0.6125184537755837,136591.61519195515,0.14706592324132695,1102.3111757730046,1173.4704345069306,86.10418476493868,69.94380916486885,0,-2,0,0,-1,1
2024-04-04 00:00:00-04:00,TDG,1176.3972515658145,1180.3562705499978,1136.5790614483894,1140.7086181640625,188100,0.0,0.0,industrials,-1.9657962922203898,1138.6192138671875,,25,90,-22.8736572265625,0.0,22.8736572265625,4.999072265625,6.00494384765625,0.8324927580423845,45.42952513120543,1138.6192138671875,24.186284201496484,1171.2706975392077,1112.0143012455412,1140.4776297899762,1111.7700323013607,24.76779467101005,26.9674191987564,-0.8113375977857236,-152612.60214349462,0.02023574715473648,1102.3111757730046,1180.3562705499978,49.19904639846374,62.8481083641216,0,-2,0,0,1,0
2024-04-05 00:00:00-04:00,TDG,1148.4658237372048,1171.7467097551084,1148.4658237372048,1169.9945068359375,152900,0.0,0.0,industrials,2.5673417563031764,1141.4886047363282,,25,90,29.285888671875,29.285888671875,-0.0,6.2796142578125,6.00494384765625,1.0457407125069877,51.11794990018394,1141.4886047363282,24.341474276719985,1174.3495950099002,1114.7129830319361,1143.2887609372106,1114.0533450282069,25.564969280331297,26.68692921507138,0.8494728321058358,129884.39602898229,0.2018854770876647,1115.2208259050672,1180.3562705499978,84.09197362427655,73.13173492922633,0,-2,0,0,-1,1
2024-04-08 00:00:00-04:00,TDG,1171.5384168878586,1173.7641945124217,1162.985631370254,1168.1097412109375,126800,0.0,0.0,industrials,-0.1610918353879276,1144.723126220703,,25,90,-1.884765625,0.0,1.884765625,6.2796142578125,6.08165283203125,1.0325505962357162,50.800732741807266,1144.723126220703,23.291981075642095,1176.16730067282,1119.1019470374968,1145.6526638204227,1116.1732037020395,25.802357216853807,26.510014815427866,-0.04920353982302341,-6239.008849559368,-0.06192222095782736,1115.5144319826438,1180.3562705499978,81.11322934444661,71.46808312239564,0,-2,0,0,1,1
2024-04-09 00:00:00-04:00,TDG,1169.05688265221,1169.05688265221,1134.987836321442,1151.667236328125,130000,0.0,0.0,industrials,-1.4076164509823519,1147.763006591797,,25,90,-16.4425048828125,0.0,16.4425048828125,6.2796142578125,6.98807373046875,0.898618775361901,47.33013214780902,1147.763006591797,19.562336671466618,1174.172161098277,1126.2444362531837,1146.2254802497278,1117.5651265501212,24.13696156678884,26.035404165700065,-0.02084726148500149,-2710.143993050194,0.29517999313246956,1133.5198108054617,1180.3562705499978,38.746364737314195,67.98385590201245,0,-2,0,0,-1,0
2024-04-10 00:00:00-04:00,TDG,1142.9818537178555,1159.8979256785658,1141.513726112875,1155.4368896484375,170200,0.0,0.0,industrials,0.32732139991507037,1149.504815673828,,25,90,3.7696533203125,3.7696533203125,-0.0,6.65657958984375,6.95965576171875,0.9564524191638822,48.88707794757594,1149.504815673828,18.540759287445475,1174.5348407118795,1129.109980457638,1147.102757335319,1119.0502937304473,22.979411021742635,25.42420553690858,0.5146880326023401,87599.90314891828,0.1841937946283578,1133.5198108054617,1180.3562705499978,46.79490927051253,55.55150111742444,0,-2,0,0,-1,0
2024-04-11 00:00:00-04:00,TDG,1150.4738326900188,1172.1066894043045,1143.0860222182012,1169.6630859375,180200,0.0,0.0,industrials,1.2312395784239705,1151.7557189941406,1117.2449096679688,25,90,14.2261962890625,14.2261962890625,-0.0,7.06668701171875,6.95965576171875,1.0153788137897166,50.38153655492682,1151.7557189941406,18.09107140170439,1176.1786653864415,1131.8555404522658,1149.2513600593363,1121.035109111116,23.28145430229415,24.9956552899857,0.8315956382991365,149853.5340215044,0.48864132634756985,1133.5198108054617,1180.3562705499978,77.16910144186278,54.23679181656317,0,-1,0,0,-1,1
2024-04-12 00:00:00-04:00,TDG,1158.391926539122,1166.7552124441506,1143.3227502284576,1155.8819580078125,193500,0.0,0.0,industrials,-1.1782134612414286,1153.388604736328,1119.6639282226563,25,90,-13.7811279296875,0.0,13.7811279296875,7.06668701171875,8.12938232421875,0.869277237787912,46.503387524078974,1153.388604736328,16.80868328727214,1176.0803271741454,1134.8990531203287,1149.8828455782389,1122.4016522051043,21.954358055263356,24.38739584304123,0.07194947451521583,13922.223318694263,0.4621725693861317,1133.5198108054617,1180.3562705499978,47.745169733840825,57.23639348207204,0,-1,0,0,-1,0
